Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year,Month
79,334112,1334112,10000,2025-12-14,1,2025,12
80,608563,1608563,10000,2025-04-21,1,2025,4
81,635474,1635474,10000,2025-05-07,1,2025,5
82,53631,1053631,10000,2025-02-13,1,2025,2
83,766345,1766345,10000,2025-08-21,1,2025,8
84,117699,1117699,10000,2025-12-28,1,2025,12
85,750293,1750293,10000,2025-09-07,1,2025,9
86,831512,1831512,10000,2025-07-28,1,2025,7
87,467489,1467489,10000,2025-06-07,1,2025,6
88,39516,1039516,10000,2025-08-07,1,2025,8
89,451031,1451031,10000,2025-04-21,1,2025,4
90,62168,1062168,10000,2025-07-21,1,2025,7
91,983672,1983672,10000,2025-09-07,1,2025,9
92,645985,1645985,10000,2025-12-28,1,2025,12
93,780504,1780504,10000,2025-12-07,1,2025,12
94,967868,1967868,10000,2025-05-28,1,2025,5
95,255254,1255254,10000,2025-07-28,1,2025,7
96,875801,1875801,10000,2025-03-21,1,2025,3
97,419272,1419272,10000,2025-05-07,1,2025,5
98,351972,1351972,10000,2025-07-07,1,2025,7
99,61261,1061261,10000,2025-02-13,1,2025,2
100,664062,1664062,10000,2025-11-07,1,2025,11
101,742576,1742576,10000,2025-10-14,1,2025,10
102,23704,1023704,10000,2025-10-14,1,2025,10
103,375865,1375865,10000,2025-05-07,1,2025,5
104,169982,1169982,10000,2025-08-21,1,2025,8
105,758751,1758751,10000,2025-11-07,1,2025,11
106,8799,1008799,10000,2025-07-07,1,2025,7
107,345544,1345544,10000,2025-03-28,1,2025,3
108,573394,1573394,10000,2025-02-13,1,2025,2
109,599190,1599190,10000,2025-12-07,1,2025,12
110,735074,1735074,10000,2025-04-07,1,2025,4
111,33585,1033585,10000,2025-12-21,1,2025,12
112,990549,1990549,10000,2025-01-06,1,2025,1
113,47433,1047433,10000,2025-12-14,1,2025,12
114,281231,1281231,10000,2025-10-28,1,2025,10
115,624017,1624017,10000,2025-02-13,1,2025,2
116,325153,1325153,10000,2025-02-06,1,2025,2
117,97632,1097632,10000,2025-02-06,1,2025,2
118,703878,1703878,10000,2025-12-21,1,2025,12
119,61227,1061227,10000,2025-08-21,1,2025,8
120,757688,1757688,10000,2025-03-14,1,2025,3
121,53726,1053726,10000,2025-03-21,1,2025,3
122,592520,1592520,10000,2025-10-21,1,2025,10
123,332318,1332318,10000,2025-08-14,1,2025,8
124,281799,1281799,10000,2025-10-14,1,2025,10
125,904197,1904197,10000,2025-10-21,1,2025,10
126,941628,1941628,10000,2025-10-07,1,2025,10
127,987172,1987172,10000,2025-10-28,1,2025,10
128,571070,1571070,10000,2025-05-07,1,2025,5
129,539093,1539093,10000,2025-11-14,1,2025,11
130,368873,1368873,10000,2025-08-14,1,2025,8
131,171262,1171262,10000,2025-11-28,1,2025,11
132,768281,1768281,10000,2025-10-21,1,2025,10
133,458327,1458327,10000,2025-06-07,1,2025,6
134,766467,1766467,10000,2025-08-28,1,2025,8
135,513350,1513350,10000,2025-09-14,1,2025,9
136,187149,1187149,10000,2025-04-21,1,2025,4
137,366950,1366950,10000,2025-07-21,1,2025,7
138,507443,1507443,10000,2025-03-14,1,2025,3
139,718194,1718194,10000,2025-11-07,1,2025,11
140,596254,1596254,10000,2025-10-28,1,2025,10
141,442307,1442307,10000,2025-02-13,1,2025,2
142,325472,1325472,10000,2025-01-13,1,2025,1
143,129156,1129156,10000,2025-10-28,1,2025,10
144,691697,1691697,10000,2025-11-07,1,2025,11
145,334306,1334306,10000,2025-05-14,1,2025,5
146,423144,1423144,10000,2025-11-14,1,2025,11
147,514329,1514329,10000,2025-05-14,1,2025,5
148,911230,1911230,10000,2025-07-07,1,2025,7
149,864139,1864139,10000,2025-09-21,1,2025,9
150,844821,1844821,10000,2025-04-28,1,2025,4
151,73946,1073946,10000,2025-01-06,1,2025,1
152,181301,1181301,10000,2025-11-07,1,2025,11
153,427702,1427702,10000,2025-11-14,1,2025,11
154,535890,1535890,10000,2025-10-28,1,2025,10
155,761284,1761284,10000,2025-06-07,1,2025,6
156,274840,1274840,10000,2025-10-21,1,2025,10
157,502099,1502099,10000,2025-08-07,1,2025,8
158,562924,1562924,10000,2025-09-14,1,2025,9
159,585842,1585842,10000,2025-07-28,1,2025,7
160,765001,1765001,10000,2025-10-14,1,2025,10
161,165917,1165917,10000,2025-07-28,1,2025,7
162,283198,1283198,10000,2025-02-27,1,2025,2
163,220796,1220796,10000,2025-06-14,1,2025,6
164,567148,1567148,10000,2025-12-14,1,2025,12
165,292720,1292720,10000,2025-08-14,1,2025,8
166,602593,1602593,10000,2025-11-21,1,2025,11
167,468312,1468312,10000,2025-08-14,1,2025,8
168,441022,1441022,10000,2025-11-07,1,2025,11
169,453387,1453387,10000,2025-10-21,1,2025,10
170,810397,1810397,10000,2025-02-20,1,2025,2
171,645440,1645440,10000,2025-03-14,1,2025,3
172,789635,1789635,10000,2025-07-07,1,2025,7
173,922528,1922528,10000,2025-10-21,1,2025,10
174,340110,1340110,10000,2025-02-13,1,2025,2
175,289981,1289981,10000,2025-06-28,1,2025,6
176,559273,1559273,10000,2025-03-07,1,2025,3
177,831699,1831699,10000,2025-10-14,1,2025,10
178,294610,1294610,10000,2025-07-14,1,2025,7
179,897035,1897035,10000,2025-03-14,1,2025,3
180,686637,1686637,10000,2025-06-07,1,2025,6
181,206043,1206043,10000,2025-08-28,1,2025,8
182,279097,1279097,10000,2025-09-28,1,2025,9
183,21171,1021171,10000,2025-01-06,1,2025,1
184,104057,1104057,10000,2025-12-14,1,2025,12
185,910457,1910457,10000,2025-02-06,1,2025,2
186,265935,1265935,10000,2025-04-07,1,2025,4
187,959528,1959528,10000,2025-03-28,1,2025,3
188,651273,1651273,10000,2025-06-14,1,2025,6
189,823733,1823733,10000,2025-12-28,1,2025,12
190,198337,1198337,10000,2025-11-07,1,2025,11
191,243084,1243084,10000,2025-09-14,1,2025,9
192,223823,1223823,10000,2025-07-07,1,2025,7
193,39577,1039577,10000,2025-04-07,1,2025,4
194,630091,1630091,10000,2025-09-28,1,2025,9
195,638955,1638955,10000,2025-11-28,1,2025,11
196,125703,1125703,10000,2025-01-06,1,2025,1
197,384572,1384572,10000,2025-08-14,1,2025,8
198,747633,1747633,10000,2025-12-28,1,2025,12
199,502472,1502472,10000,2025-01-27,1,2025,1
200,124153,1124153,10000,2025-01-27,1,2025,1
201,580985,1580985,10000,2025-08-21,1,2025,8
202,887442,1887442,10000,2025-11-28,1,2025,11
203,947205,1947205,10000,2025-02-27,1,2025,2
204,996880,1996880,10000,2025-10-14,1,2025,10
205,461814,1461814,10000,2025-04-28,1,2025,4
206,533529,1533529,10000,2025-02-27,1,2025,2
207,399208,1399208,10000,2025-01-06,1,2025,1
208,792405,1792405,10000,2025-11-21,1,2025,11
209,802124,1802124,10000,2025-10-21,1,2025,10
210,617494,1617494,10000,2025-01-20,1,2025,1
211,333983,1333983,10000,2025-10-21,1,2025,10
212,614263,1614263,10000,2025-09-21,1,2025,9
213,654722,1654722,10000,2025-02-06,1,2025,2
214,250257,1250257,10000,2025-12-14,1,2025,12
215,301326,1301326,10000,2025-11-14,1,2025,11
216,16703,1016703,10000,2025-05-28,1,2025,5
217,834155,1834155,10000,2025-01-06,1,2025,1
218,11337,1011337,10000,2025-04-07,1,2025,4
219,981103,1981103,10000,2025-08-28,1,2025,8
220,38658,1038658,10000,2025-05-14,1,2025,5
221,20874,1020874,10000,2025-03-07,1,2025,3
222,842381,1842381,10000,2025-10-28,1,2025,10
223,366772,1366772,10000,2025-04-07,1,2025,4
224,312670,1312670,10000,2025-07-14,1,2025,7
225,791323,1791323,10000,2025-03-21,1,2025,3
226,67702,1067702,10000,2025-02-13,1,2025,2
227,692479,1692479,10000,2025-01-20,1,2025,1
228,363226,1363226,10000,2025-12-07,1,2025,12
229,945638,1945638,10000,2025-04-28,1,2025,4
230,494035,1494035,10000,2025-05-07,1,2025,5
231,476257,1476257,10000,2025-05-21,1,2025,5
232,382580,1382580,10000,2025-07-07,1,2025,7
233,1282,1001282,10000,2025-04-07,1,2025,4
234,194845,1194845,10000,2025-05-28,1,2025,5
235,451343,1451343,10000,2025-07-28,1,2025,7
236,492510,1492510,10000,2025-07-14,1,2025,7
237,415951,1415951,10000,2025-07-07,1,2025,7
238,91395,1091395,10000,2025-08-28,1,2025,8
239,165846,1165846,10000,2025-01-06,1,2025,1
240,884333,1884333,10000,2025-12-21,1,2025,12
241,990140,1990140,10000,2025-06-21,1,2025,6
242,640162,1640162,10000,2025-05-28,1,2025,5
243,420844,1420844,10000,2025-11-14,1,2025,11
244,228581,1228581,10000,2025-11-21,1,2025,11
245,480312,1480312,10000,2025-09-28,1,2025,9
246,736181,1736181,10000,2025-05-21,1,2025,5
247,981822,1981822,10000,2025-02-06,1,2025,2
248,844104,1844104,10000,2025-05-07,1,2025,5
249,26833,1026833,10000,2025-12-28,1,2025,12
250,105754,1105754,10000,2025-11-28,1,2025,11
251,343832,1343832,10000,2025-06-21,1,2025,6
252,566740,1566740,10000,2025-06-21,1,2025,6
253,19382,1019382,10000,2025-01-06,1,2025,1
254,561952,1561952,10000,2025-05-07,1,2025,5
255,110750,1110750,10000,2025-06-28,1,2025,6
256,941381,1941381,10000,2025-04-07,1,2025,4
257,497496,1497496,10000,2025-04-14,1,2025,4
258,563571,1563571,10000,2025-11-14,1,2025,11
259,111336,1111336,10000,2025-11-07,1,2025,11
260,367379,1367379,10000,2025-08-28,1,2025,8
261,496044,1496044,10000,2025-12-07,1,2025,12
262,833083,1833083,10000,2025-08-07,1,2025,8
263,363164,1363164,10000,2025-08-14,1,2025,8
264,43529,1043529,10000,2025-02-13,1,2025,2
265,559928,1559928,10000,2025-03-14,1,2025,3
266,236137,1236137,10000,2025-04-14,1,2025,4
267,27493,1027493,10000,2025-10-21,1,2025,10
268,749129,1749129,10000,2025-07-14,1,2025,7
269,245573,1245573,10000,2025-10-07,1,2025,10
270,599813,1599813,10000,2025-02-27,1,2025,2
271,52882,1052882,10000,2025-02-06,1,2025,2
272,391411,1391411,10000,2025-10-28,1,2025,10
273,681143,1681143,10000,2025-01-06,1,2025,1
274,121968,1121968,10000,2025-06-21,1,2025,6
275,190004,1190004,10000,2025-04-07,1,2025,4
276,835999,1835999,10000,2025-12-14,1,2025,12
277,435894,1435894,10000,2025-03-21,1,2025,3
278,718362,1718362,10000,2025-01-13,1,2025,1
279,744962,1744962,10000,2025-03-07,1,2025,3
280,4021,1004021,10000,2025-12-07,1,2025,12
281,163718,1163718,10000,2025-04-07,1,2025,4
282,563675,1563675,10000,2025-12-14,1,2025,12
283,691291,1691291,10000,2025-12-28,1,2025,12
284,109748,1109748,10000,2025-10-14,1,2025,10
285,369899,1369899,10000,2025-09-21,1,2025,9
286,531133,1531133,10000,2025-08-14,1,2025,8
287,258084,1258084,10000,2025-11-28,1,2025,11
288,962271,1962271,10000,2025-06-21,1,2025,6
289,656253,1656253,10000,2025-02-13,1,2025,2
290,318976,1318976,10000,2025-10-28,1,2025,10
291,279823,1279823,10000,2025-09-07,1,2025,9
292,673123,1673123,10000,2025-06-14,1,2025,6
293,698035,1698035,10000,2025-04-14,1,2025,4
294,862583,1862583,10000,2025-01-06,1,2025,1
295,202817,1202817,10000,2025-01-20,1,2025,1
296,752123,1752123,10000,2025-08-14,1,2025,8
297,17390,1017390,10000,2025-12-07,1,2025,12
298,845719,1845719,10000,2025-10-28,1,2025,10
299,196941,1196941,10000,2025-05-21,1,2025,5
300,579880,1579880,10000,2025-04-21,1,2025,4
301,190877,1190877,10000,2025-11-21,1,2025,11
302,414636,1414636,10000,2025-02-13,1,2025,2
303,797191,1797191,10000,2025-10-21,1,2025,10
304,344356,1344356,10000,2025-09-28,1,2025,9
305,338226,1338226,10000,2025-01-27,1,2025,1
306,668523,1668523,10000,2025-04-07,1,2025,4
307,16303,1016303,10000,2025-09-28,1,2025,9
308,326530,1326530,10000,2025-01-20,1,2025,1
309,745009,1745009,10000,2025-04-21,1,2025,4
310,949834,1949834,10000,2025-06-14,1,2025,6
311,612332,1612332,10000,2025-08-14,1,2025,8
312,186589,1186589,10000,2025-03-21,1,2025,3
313,430547,1430547,10000,2025-09-14,1,2025,9
314,47834,1047834,10000,2025-03-07,1,2025,3
315,255108,1255108,10000,2025-05-21,1,2025,5
316,52666,1052666,10000,2025-06-21,1,2025,6
317,627028,1627028,10000,2025-03-21,1,2025,3
318,558168,1558168,10000,2025-01-20,1,2025,1
319,680262,1680262,10000,2025-06-21,1,2025,6
320,410182,1410182,10000,2025-08-28,1,2025,8
321,297324,1297324,10000,2025-07-21,1,2025,7
322,597172,1597172,10000,2025-10-21,1,2025,10
323,694610,1694610,10000,2025-10-07,1,2025,10
324,304961,1304961,10000,2025-09-21,1,2025,9
325,528380,1528380,10000,2025-02-20,1,2025,2
326,824665,1824665,10000,2025-06-28,1,2025,6
327,811669,1811669,10000,2025-07-07,1,2025,7
328,389537,1389537,10000,2025-12-28,1,2025,12
329,900057,1900057,10000,2025-04-28,1,2025,4
330,376046,1376046,10000,2025-05-21,1,2025,5
331,379568,1379568,10000,2025-08-28,1,2025,8
332,756504,1756504,10000,2025-11-28,1,2025,11
333,566632,1566632,10000,2025-04-07,1,2025,4
334,371279,1371279,10000,2025-05-21,1,2025,5
335,462502,1462502,10000,2025-03-28,1,2025,3
336,125994,1125994,10000,2025-08-21,1,2025,8
337,671338,1671338,10000,2025-01-27,1,2025,1
338,299769,1299769,10000,2025-09-07,1,2025,9
339,589728,1589728,10000,2025-09-28,1,2025,9
340,737744,1737744,10000,2025-03-21,1,2025,3
341,203550,1203550,10000,2025-12-14,1,2025,12
342,724613,1724613,10000,2025-01-06,1,2025,1
343,997950,1997950,10000,2025-05-07,1,2025,5
344,418817,1418817,10000,2025-12-21,1,2025,12
345,557774,1557774,10000,2025-02-13,1,2025,2
346,48151,1048151,10000,2025-09-14,1,2025,9
347,323269,1323269,10000,2025-06-14,1,2025,6
348,865833,1865833,10000,2025-11-28,1,2025,11
349,250089,1250089,10000,2025-05-21,1,2025,5
350,279247,1279247,10000,2025-03-21,1,2025,3
351,524430,1524430,10000,2025-06-07,1,2025,6
352,951881,1951881,10000,2025-04-28,1,2025,4
353,255329,1255329,10000,2025-12-14,1,2025,12
354,98688,1098688,10000,2025-03-21,1,2025,3
355,852610,1852610,10000,2025-01-13,1,2025,1
356,982774,1982774,10000,2025-08-14,1,2025,8
357,343418,1343418,10000,2025-09-07,1,2025,9
358,432217,1432217,10000,2025-04-14,1,2025,4
359,35341,1035341,10000,2025-05-28,1,2025,5
360,123554,1123554,10000,2025-10-14,1,2025,10
361,754617,1754617,10000,2025-01-20,1,2025,1
362,458229,1458229,10000,2025-06-07,1,2025,6
363,664830,1664830,10000,2025-03-28,1,2025,3
364,428571,1428571,10000,2025-05-07,1,2025,5
365,499940,1499940,10000,2025-01-13,1,2025,1
366,336484,1336484,10000,2025-04-07,1,2025,4
367,272468,1272468,10000,2025-01-13,1,2025,1
368,87260,1087260,10000,2025-11-07,1,2025,11
369,646665,1646665,10000,2025-07-21,1,2025,7
370,160780,1160780,10000,2025-09-28,1,2025,9
371,929087,1929087,10000,2025-09-28,1,2025,9
372,589039,1589039,10000,2025-01-06,1,2025,1
373,78764,1078764,10000,2025-05-21,1,2025,5
374,289253,1289253,10000,2025-06-14,1,2025,6
375,307363,1307363,10000,2025-01-20,1,2025,1
376,622579,1622579,10000,2025-02-27,1,2025,2
377,240026,1240026,10000,2025-11-28,1,2025,11
378,312743,1312743,10000,2025-09-14,1,2025,9
379,321426,1321426,10000,2025-07-07,1,2025,7
380,947118,1947118,10000,2025-03-28,1,2025,3
381,709093,1709093,10000,2025-12-21,1,2025,12
382,336776,1336776,10000,2025-12-28,1,2025,12
383,22523,1022523,10000,2025-06-21,1,2025,6
384,435965,1435965,10000,2025-06-21,1,2025,6
385,49211,1049211,10000,2025-05-28,1,2025,5
386,489699,1489699,10000,2025-05-28,1,2025,5
387,105690,1105690,10000,2025-05-21,1,2025,5
388,141231,1141231,10000,2025-06-14,1,2025,6
389,817141,1817141,10000,2025-06-07,1,2025,6
390,272672,1272672,10000,2025-02-20,1,2025,2
391,607725,1607725,10000,2025-11-14,1,2025,11
392,69172,1069172,10000,2025-01-27,1,2025,1
393,782103,1782103,10000,2025-08-14,1,2025,8
394,227394,1227394,10000,2025-10-07,1,2025,10
395,644191,1644191,10000,2025-06-28,1,2025,6
396,292584,1292584,10000,2025-02-27,1,2025,2
397,883308,1883308,10000,2025-02-20,1,2025,2
398,714262,1714262,10000,2025-03-21,1,2025,3
399,964626,1964626,10000,2025-05-07,1,2025,5
400,431551,1431551,10000,2025-02-27,1,2025,2
401,990321,1990321,10000,2025-06-07,1,2025,6
402,155713,1155713,10000,2025-11-07,1,2025,11
403,989522,1989522,10000,2025-08-21,1,2025,8
404,594780,1594780,10000,2025-08-14,1,2025,8
405,878188,1878188,10000,2025-11-14,1,2025,11
406,822473,1822473,10000,2025-12-28,1,2025,12
407,850571,1850571,10000,2025-07-28,1,2025,7
408,99544,1099544,10000,2025-06-14,1,2025,6
409,244655,1244655,10000,2025-06-07,1,2025,6
410,553324,1553324,10000,2025-07-28,1,2025,7
411,763715,1763715,10000,2025-04-28,1,2025,4
412,569730,1569730,10000,2025-11-21,1,2025,11
413,415577,1415577,10000,2025-01-27,1,2025,1
414,497828,1497828,10000,2025-09-21,1,2025,9
415,764670,1764670,10000,2025-04-14,1,2025,4
416,2297,1002297,10000,2025-12-21,1,2025,12
417,208745,1208745,10000,2025-07-21,1,2025,7
418,143375,1143375,10000,2025-07-14,1,2025,7
419,187619,1187619,10000,2025-05-21,1,2025,5
420,112802,1112802,10000,2025-03-21,1,2025,3
421,358805,1358805,10000,2025-09-28,1,2025,9
422,918656,1918656,10000,2025-10-07,1,2025,10
423,486620,1486620,10000,2025-12-14,1,2025,12
424,702455,1702455,10000,2025-06-28,1,2025,6
425,762519,1762519,10000,2025-01-13,1,2025,1
426,213610,1213610,10000,2025-05-21,1,2025,5
427,397135,1397135,10000,2025-09-21,1,2025,9
428,461906,1461906,10000,2025-03-07,1,2025,3
429,343968,1343968,10000,2025-04-28,1,2025,4
430,605807,1605807,10000,2025-01-06,1,2025,1
431,607017,1607017,10000,2025-01-06,1,2025,1
432,17517,1017517,10000,2025-03-21,1,2025,3
433,67535,1067535,10000,2025-01-13,1,2025,1
434,948378,1948378,10000,2025-10-07,1,2025,10
435,880774,1880774,10000,2025-10-07,1,2025,10
436,718601,1718601,10000,2025-07-28,1,2025,7
437,31111,1031111,10000,2025-04-14,1,2025,4
438,368404,1368404,10000,2025-01-20,1,2025,1
439,92625,1092625,10000,2025-06-07,1,2025,6
440,472659,1472659,10000,2025-11-14,1,2025,11
441,291847,1291847,10000,2025-03-14,1,2025,3
442,602408,1602408,10000,2025-09-28,1,2025,9
443,644771,1644771,10000,2025-11-28,1,2025,11
444,370048,1370048,10000,2025-03-28,1,2025,3
445,469544,1469544,10000,2025-11-28,1,2025,11
446,803194,1803194,10000,2025-03-07,1,2025,3
447,523148,1523148,10000,2025-08-14,1,2025,8
448,680907,1680907,10000,2025-01-20,1,2025,1
449,436899,1436899,10000,2025-09-07,1,2025,9
450,4166,1004166,10000,2025-12-28,1,2025,12
451,497887,1497887,10000,2025-04-14,1,2025,4
452,593467,1593467,10000,2025-02-27,1,2025,2
453,410156,1410156,10000,2025-08-28,1,2025,8
454,883084,1883084,10000,2025-02-06,1,2025,2
455,145967,1145967,10000,2025-02-06,1,2025,2
456,824003,1824003,10000,2025-02-27,1,2025,2
457,619070,1619070,10000,2025-06-21,1,2025,6
458,572963,1572963,10000,2025-10-28,1,2025,10
459,373730,1373730,10000,2025-03-28,1,2025,3
460,582173,1582173,10000,2025-07-28,1,2025,7
461,757660,1757660,10000,2025-09-14,1,2025,9
462,521382,1521382,10000,2025-12-14,1,2025,12
463,638169,1638169,10000,2025-08-28,1,2025,8
464,173296,1173296,10000,2025-04-21,1,2025,4
465,217306,1217306,10000,2025-02-27,1,2025,2
466,359101,1359101,10000,2025-11-14,1,2025,11
467,272079,1272079,10000,2025-06-28,1,2025,6
468,746518,1746518,10000,2025-01-06,1,2025,1
469,942888,1942888,10000,2025-05-14,1,2025,5
470,343246,1343246,10000,2025-07-14,1,2025,7
471,372968,1372968,10000,2025-04-21,1,2025,4
472,983581,1983581,10000,2025-09-21,1,2025,9
473,691892,1691892,10000,2025-01-13,1,2025,1
474,530473,1530473,10000,2025-05-21,1,2025,5
475,110959,1110959,10000,2025-10-21,1,2025,10
476,663434,1663434,10000,2025-12-21,1,2025,12
477,16431,1016431,10000,2025-11-07,1,2025,11
478,352998,1352998,10000,2025-02-20,1,2025,2
479,643116,1643116,10000,2025-08-28,1,2025,8
480,686874,1686874,10000,2025-04-14,1,2025,4
481,219213,1219213,10000,2025-03-28,1,2025,3
482,847820,1847820,10000,2025-06-28,1,2025,6
483,728132,1728132,10000,2025-10-14,1,2025,10
484,205991,1205991,10000,2025-10-14,1,2025,10
485,803049,1803049,10000,2025-09-21,1,2025,9
486,392224,1392224,10000,2025-10-14,1,2025,10
487,70701,1070701,10000,2025-08-14,1,2025,8
488,588395,1588395,10000,2025-06-28,1,2025,6
489,105274,1105274,10000,2025-01-20,1,2025,1
490,677599,1677599,10000,2025-06-14,1,2025,6
491,86273,1086273,10000,2025-06-14,1,2025,6
492,531417,1531417,10000,2025-07-21,1,2025,7
493,992634,1992634,10000,2025-02-27,1,2025,2
494,896471,1896471,10000,2025-08-28,1,2025,8
495,577401,1577401,10000,2025-09-28,1,2025,9
496,139022,1139022,10000,2025-11-07,1,2025,11
497,224194,1224194,10000,2025-04-21,1,2025,4
498,624441,1624441,10000,2025-08-07,1,2025,8
499,315394,1315394,10000,2025-01-20,1,2025,1
500,818419,1818419,10000,2025-08-21,1,2025,8
501,170176,1170176,10000,2025-08-28,1,2025,8
502,539635,1539635,10000,2025-01-06,1,2025,1
503,512679,1512679,10000,2025-02-20,1,2025,2
504,880428,1880428,10000,2025-02-27,1,2025,2
505,688808,1688808,10000,2025-10-28,1,2025,10
506,385556,1385556,10000,2025-11-21,1,2025,11
507,524760,1524760,10000,2025-09-07,1,2025,9
508,745237,1745237,10000,2025-10-14,1,2025,10
509,188611,1188611,10000,2025-02-06,1,2025,2
510,480613,1480613,10000,2025-09-28,1,2025,9
511,7716,1007716,10000,2025-08-14,1,2025,8
512,960543,1960543,10000,2025-11-21,1,2025,11
513,732805,1732805,10000,2025-09-14,1,2025,9
514,99550,1099550,10000,2025-03-14,1,2025,3
515,179258,1179258,10000,2025-01-06,1,2025,1
516,73715,1073715,10000,2025-05-07,1,2025,5
517,360923,1360923,10000,2025-08-21,1,2025,8
518,981496,1981496,10000,2025-04-21,1,2025,4
519,941965,1941965,10000,2025-11-28,1,2025,11
520,272871,1272871,10000,2025-05-14,1,2025,5
521,237442,1237442,10000,2025-03-14,1,2025,3
522,488185,1488185,10000,2025-11-28,1,2025,11
523,794903,1794903,10000,2025-06-21,1,2025,6
524,793114,1793114,10000,2025-12-28,1,2025,12
525,67565,1067565,10000,2025-12-28,1,2025,12
526,527556,1527556,10000,2025-04-28,1,2025,4
527,335462,1335462,10000,2025-02-13,1,2025,2
528,900161,1900161,10000,2025-06-14,1,2025,6
529,478115,1478115,10000,2025-07-07,1,2025,7
530,46407,1046407,10000,2025-06-21,1,2025,6
531,815505,1815505,10000,2025-01-27,1,2025,1
532,935400,1935400,10000,2025-09-07,1,2025,9
533,27625,1027625,10000,2025-03-21,1,2025,3
534,96105,1096105,10000,2025-01-27,1,2025,1
